[server 0 | term=0 | commit index=0] start, majority is: 2
[server 4 | term=34 | commit index=0] send vote request to server 1
[server 4 | term=34 | commit index=0] send vote request to server 2
[server 4 | term=34 | commit index=0] send vote request to server 3
[server 0 | term=37 | commit index=0] received vote request
[server 0 | term=37 | commit index=0] refused to vote for server 4 in term 34, self term: 31, self index: 10
[server 1 | term=37 | commit index=0] received vote request
[server 1 | term=37 | commit index=0] refused to vote for server 4 in term 34, self term: 31, self index: 10
[server 4 | term=34 | commit index=0] candidate is out of date
[server 4 | term=37 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=36 | commit index=0] network failure happened to server 4, index=1, after 1245 miliseconds
[server 3 | term=31 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=26 | commit index=8] network failure happened to server 3, index=1, after 5524 miliseconds
[server 1 | term=37 | commit index=0] election timeout
[server 1 | term=38 | commit index=0] send vote request to server 0
[server 1 | term=38 | commit index=0] send vote request to server 4
[server 1 | term=38 | commit index=0] send vote request to server 2
[server 1 | term=38 | commit index=0] send vote request to server 3
[server 0 | term=37 | commit index=0] received vote request
[server 0 | term=37 | commit index=0] candidate 1 with term=31, index=10 is more up-to-date than term=31, index=10
[server 4 | term=37 | commit index=0] received vote request
[server 4 | term=37 | commit index=0] refused to vote for server 1 in term 38, self term: 33, self index: 11
[server 0 | term=38 | commit index=0] vote for server 1 in term 38
[server 4 | term=27 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=28 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=37 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=37 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=38 | commit index=0] election timeout
[server 0 | term=39 | commit index=0] send vote request to server 4
[server 0 | term=39 | commit index=0] send vote request to server 1
[server 0 | term=39 | commit index=0] send vote request to server 2
[server 0 | term=39 | commit index=0] send vote request to server 3
[server 4 | term=38 | commit index=0] received vote request
[server 4 | term=38 | commit index=0] refused to vote for server 0 in term 39, self term: 33, self index: 11
[server 1 | term=38 | commit index=0] received vote request
[server 1 | term=38 | commit index=0] candidate 0 with term=31, index=10 is more up-to-date than term=31, index=10
[server 1 | term=39 | commit index=0] vote for server 0 in term 39
[server 4 | term=39 | commit index=0] election timeout
[server 4 | term=40 | commit index=0] send vote request to server 0
[server 4 | term=40 | commit index=0] send vote request to server 1
[server 4 | term=40 | commit index=0] send vote request to server 2
[server 4 | term=40 | commit index=0] send vote request to server 3
[server 0 | term=39 | commit index=0] received vote request
[server 0 | term=39 | commit index=0] candidate 4 with term=33, index=11 is more up-to-date than term=31, index=10
[server 1 | term=39 | commit index=0] received vote request
[server 1 | term=39 | commit index=0] candidate 4 with term=33, index=11 is more up-to-date than term=31, index=10
[server 0 | term=40 | commit index=0] vote for server 4 in term 40
[server 1 | term=40 | commit index=0] vote for server 4 in term 40
[server 4 | term=40 | commit index=0] candidate has been elected as leader
[server 4 | term=40 | commit index=0] send log append to server 3, index=1
[server 4 | term=40 | commit index=0] send log append to server 0, index=1
[server 4 | term=40 | commit index=0] send log append to server 1, index=1
[server 4 | term=40 | commit index=0] send log append to server 2, index=1
[server 0 | term=40 | commit index=0] received log append, current length=10, previous index=0, rpc term=40
[server 1 | term=40 | commit index=0] received log append, current length=10, previous index=0, rpc term=40
[server 0 | term=40 | commit index=0] delete old logs from index=9
[server 1 | term=40 | commit index=0] delete old logs from index=9
[server 4 | term=40 | commit index=0] next index=12 for server 0
[server 4 | term=40 | commit index=0] next index=12 for server 1
[server 4 | term=40 | commit index=0] command received, term=40, index=12
[server 3 | term=0 | commit index=0] recovered from former failure
[server 3 | term=36 | commit index=0] start, majority is: 3
[server 2 | term=37 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=33 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=31 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=27 | commit index=0] network failure happened to server 2, index=1, after 5720 miliseconds
[server 2 | term=37 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=27 | commit index=0] network failure happened to server 0, index=1, after 5885 miliseconds
[server 3 | term=36 | commit index=0] election timeout
[server 3 | term=37 | commit index=0] send vote request to server 4
[server 3 | term=37 | commit index=0] send vote request to server 0
[server 3 | term=37 | commit index=0] send vote request to server 1
[server 3 | term=37 | commit index=0] send vote request to server 2
[server 0 | term=40 | commit index=0] received vote request
[server 0 | term=40 | commit index=0] refused to vote for server 3 in term 37, self term: 33, self index: 11
[server 1 | term=40 | commit index=0] received vote request
[server 1 | term=40 | commit index=0] refused to vote for server 3 in term 37, self term: 33, self index: 11
[server 3 | term=37 | commit index=0] candidate is out of date
[server 3 | term=40 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=40 | commit index=0] election timeout
[server 0 | term=41 | commit index=0] send vote request to server 4
[server 0 | term=41 | commit index=0] send vote request to server 1
[server 0 | term=41 | commit index=0] send vote request to server 2
[server 0 | term=41 | commit index=0] send vote request to server 3
[server 1 | term=40 | commit index=0] received vote request
[server 1 | term=40 | commit index=0] candidate 0 with term=33, index=11 is more up-to-date than term=33, index=11
[server 3 | term=40 | commit index=0] received vote request
[server 3 | term=40 | commit index=0] refused to vote for server 0 in term 41, self term: 36, self index: 11
[server 1 | term=41 | commit index=0] vote for server 0 in term 41
[server 1 | term=28 | commit index=0] network failure happened to server 0, index=1, after 5613 miliseconds
[server 4 | term=40 | commit index=0] network failure happened to server 3, index=1, after 829 miliseconds
[server 0 | term=26 | commit index=8] network failure, vote reuqest is out of date
[server 1 | term=41 | commit index=0] election timeout
[server 1 | term=42 | commit index=0] send vote request to server 4
[server 1 | term=42 | commit index=0] send vote request to server 2
[server 1 | term=42 | commit index=0] send vote request to server 3
[server 1 | term=42 | commit index=0] send vote request to server 0
[server 3 | term=41 | commit index=0] received vote request
[server 3 | term=41 | commit index=0] refused to vote for server 1 in term 42, self term: 36, self index: 11
[server 0 | term=41 | commit index=0] received vote request
[server 0 | term=41 | commit index=0] candidate 1 with term=33, index=11 is more up-to-date than term=33, index=11
[server 0 | term=42 | commit index=0] vote for server 1 in term 42
[server 3 | term=42 | commit index=0] election timeout
[server 3 | term=43 | commit index=0] send vote request to server 0
[server 3 | term=43 | commit index=0] send vote request to server 4
[server 3 | term=43 | commit index=0] send vote request to server 2
[server 3 | term=43 | commit index=0] send vote request to server 1
[server 0 | term=42 | commit index=0] received vote request
[server 0 | term=42 | commit index=0] candidate 3 with term=36, index=11 is more up-to-date than term=33, index=11
[server 1 | term=42 | commit index=0] received vote request
[server 1 | term=42 | commit index=0] candidate 3 with term=36, index=11 is more up-to-date than term=33, index=11
[server 0 | term=43 | commit index=0] vote for server 3 in term 43
[server 1 | term=43 | commit index=0] vote for server 3 in term 43
[server 3 | term=43 | commit index=0] candidate has been elected as leader
[server 3 | term=43 | commit index=0] send log append to server 2, index=1
[server 3 | term=43 | commit index=0] send log append to server 1, index=1
[server 3 | term=43 | commit index=0] send log append to server 0, index=1
[server 3 | term=43 | commit index=0] send log append to server 4, index=1
[server 1 | term=43 | commit index=0] received log append, current length=11, previous index=0, rpc term=43
[server 0 | term=43 | commit index=0] received log append, current length=11, previous index=0, rpc term=43
[server 1 | term=43 | commit index=0] delete old logs from index=9
[server 0 | term=43 | commit index=0] delete old logs from index=9
[server 3 | term=43 | commit index=0] command received, term=43, index=12
